buddhaH|43?
aparipUrNakArI|131
paripUrNakArI|131
saMyamaH|131
damaH|131
suvinItaH|132
tapasvI|132
vratI|132
acchidram|132
yAtIH|132
akhaNDam|132
azavalam|132
akalmASam|132
bhujiSyaM|132
aparAmRSTam|132
susamAptam|132
susamArabdhaH|132
AryakAntam|132
upavAsam upavasanti|132
cAritrasampannaH|132
vAritrasaMpannaH|132
AyatyAM saMvaram|132
samAdAya vartate|132
sAdhu damaH|132
sAdhu zamaH|132
sAdhu saMyamaH|132
yogAGgAni|132
yogAcAraH|133
yogI|133
yogaH|133
yonizo manasikAraH|133
pratisaMlayanam|133
dRSTadharmasukhavihAraH|133
AsvAdanasaMprayuktadhyAnam|133
bhAvanArAmatA|133
abhiSyandayati|133
pariSyandayati|133
pariprINayati|133
parispharayati|133
ekAkino rahogatAH|133
sthUlabhittikatA audArikatA|133
duHkhilatA|133
amoghaH|133
abandhyaH|133
saphalaH|133
ekotIbhAvaH|133
catvAri vyAkaraNAni|133
ekAMzavyAkaraNaM|133
vibhajyavyAkaraNaM|133
paripRcchAvyAkaraNaM|134
sthApanIyavyAkaraNaM|134
trINi lakSaNAni|134
parikalpitalakSaNam|134
paratantralakSaNam|134
pariniSpannalakSaNam|134
catvAro ऽbhiprAyAH|134
samatAbhiprAyaH|134
kAlAntarAbhiprAyaH|134
arthAntarAbhiprAyaH|134
pudgalAntarAbhiprAyaH|134?
catvAro ऽbhisaMdhayaH|134
avatAraNAbhisaMdhiH|134
lakSaNAbhisaMdhiH|134?
pratipakSAbhisaMdhiH|134?
pariNAmanAbhisaMdhiH|134
zamathavipazyanAH|134
zamathaH|134
vipazyanA|135
yogaH|135
yonizo manasikAraH|135
dazAkuzalAni|135
trINi kAyaduzcaritAni|135
catvAri vAgduzcaritAni|135
trINi manoduzcaritAni|135
dazakuzalAni|135
trINi kAyasucaritAni|135
prANAtighAtAd viratiH|135
adattAdAnAd viratiH|135
kAmamithyAcArAd viratiH|135
catvAri vAksucaritAni|135
mRSAvAdAt prativiratiH|135
pAruSyAt prativiratiH|135
paizunyAt prativiratiH|135
saMbhinnapralApAt prativiratiH|135
trINi manaHsucaritAni|135
abhidhyAyAH prativiratiH|135
vyApAdAt prativiratiH|135
mithyAdRSTeH prativiratiH|136
puNyakriyAvastUni|136
dAnamayaM puNyakriyAvastu|136
zIlamayaM puNyakriyAvastu|136
bhAvanAmayaM puNyakriyAvastu|136
aupadhikaM puNyakriyAvastu|136
guNyam|136?
paramArthaparyAyAH|136
paramArthaH|136
tattvam|136
bhUtakoTiH|136
tathAtA|136
avitathAtA|136
ananyatathAtA|136
zUnyatA|136
dharmadhAtuH|136
dharmaniyAmatA|136
acintyadhAtuH|136?
aviparyAsatathAtA|136
advayam|136
advaidhIkAram|137
dharmasthititA|137
sthitaiva dharmadhAtusthititA|137
ekaivaiSA tathAtA|137
dharmadhAtvasaMbhedaH|137
advayam etad advaidhIkAram abhinnam acchinnam|137
nirvANaparyAyAH|137
nirvANam|137
sopadhizeSanirvANam|137
nirupadhizeSanirvANam|137
apratiSThitanirvANam|137
niHzreyasaH|137
apavargaH|137
abhisamayah|137
zaikSaH|137
azaikSaH|137
naivazaikSanAzaikSaH|137
samyaktvaniyatarAziH|137
mithyAtvaniyatarAziH|137
aniyatarAziH|138
zaraNaparyAyAH|138
zaraNam|138
nAthaH|138
parAyaNam|138
trANam|138
paritrANam|138
tAyI|138
layanam|138
gatiH|138?
dvIpaH|138
tArakaH|138
uttaraNam|138
paritrAtA|138
mAnanAparyAyAH|138
vandanam|138
pUjanA|138?
mAnanA|138
arcanA|138?
apacAyanA|138
citrIkAraH|138
satkAraH|138
gurukAraH|139
upasthAnam|139
paryupAsanam|139
AdaraH|139
gauravam|139
aJjalikarma|139
pratyutthAnam|139
sAmIcI|139
praNamaH|139
abhinamanam|139
sAmIcIkaraNIyaH|139
AhavanIyaH|139
prAhavanIyaH|139
gurubhaktiH|139
guruzuzrUSA|139
sapratIzaH|139
sagauravaH|139
sevanam|139
bhajanam|139
upAsanam|139
saMsevanam|139
upasevanam|139
bahumAnam|139
praNipatya|140
abhivAdanam|140
pUrvAbhilApI|140
utsUDhiH|140
utsAhaH|140
ArambhaH|140
atandritaH|140
satkRtyakArI|140
sAtantyakArI|140
niyakaH|140
pratijJottarakaH|140
AsthitikriyA|140
abhiyogaH|140
udyogaH|140
yogam Apattavyam|140
dharmAnupratipattiH|140
AdIptazirazcelopamaH|140
autsukyam|140
parAkramaH|140
AtApI|141
AtaptakArI|141
udyataH|141
nirataH|141
asthIkRtya|141
pratipattisAraH|141?
na vyAhArarutavAkparamaH|141
vyavasAyaH|141
abhyutsAhaH|141
saMnAhasaMnaddhaH|141
dRDhasAram|141
uttaptaH|141
udyamaH|141
abhayaparyAyaH|141
abhIruH|141
vizAradaH|141?
acchambhI|141
nirbhayaH|141
aviSAdaH|141
na uttrasati|141
na saMtrasati|141
na saMtrAsam Apadyate|141
na lIyate|142
na saMlIyate|142
na jehrIyate|142
nArtIyate|142
rUpaskandhaH|142
vedanAskandhaH|142
saMjJAskandhaH|142
saMskAraskandhaH|142
vijJAnaskandhaH|142
catvAri mahAbhUtAni. rUpaskandhanAmAni|142
pRthivIdhAtuH|142
abdhAtuH|142
tejodhAtuH|142
vAyudhAtuH|142
khakkhaTatvam. kakkhaTatvam|142
dravatvam|142
uSNatvam|142
laghusamudIraNatvam|142
upAdAyarUpam|143
bhautikarUpam|143
jAnanam|143
nizrayaH|143
sthAnam|143
upastambhaH|143
upabRMhaNam|143
cakSurindriyam|143
zrotrendriyam|143
ghrANendriyam|143
jihvendriyam|143
kAyendriyam|143
rUpaprasAdaH|143
rUpam|143
zabdaH|143
gandhaH|143
rasaH|143
spraSTavyam|143
varNarUpam|143
nIlam|143
pItam|143
lohitam|143
avadAtam|143
abhram|143
dhUmaH|144
rajaH|144
mahikA|144
chAyA|144
AtapaH|144
AlokaH|144
andhakAraH|144
saMsthAnarUpam|144
dIrgham|144
hrasvam|144
vRttam|144
parimaNDalam|144
zAtam|144
vizAtam|144
unnatam|144
avanatam|144
caturasram|144
vijJaptiH|144
sanidarzanam|144
asanidarzanam|144
sapratighaH|144
apratighaH|144
anupAttamahAbhUtahetukaH sattvAkhyo ऽsattvAkhyo manojJAmanojJAzca|144
upAttamahAbhUtahetukaH sattvAkhyo ऽsattvAkhyo manojJAnmanojJAzca|145
sugandhaH|145
durgandhaH|145
samagandhaH|145
viSamagandhaH|145
madhuraH|145
AmlaH|145
lavaNaH|145
kaTukaH|145
tiktaH|145
kaSAyaH|145
zlakSNatvam|145
karkazatvam|145
gurutvam|145
laghutvam|145
zItam|145
bubhUkSA|145
jighatsA|145
pipAsA|145?
avijJaptiH|146
vedanAskandhanAmAni|146
sukhAH|146
duHkhAH|146
aduHkhAsukhAH|146
saMjJAskandhanAmAni|146
parIttA|146
mahAGgatAmahAnbhUtA|146
apramaNA|146
caitasikadharmAH|146
caitasikA dharmAH|146
sparzaH|146
saMjJA|146
vedanA|146
manasikAraH|146
cetanA|146
chandaH|146
adhimokSaH|146
smRtiH|146
prajJA|147
samAdhiH|147
zraddhA|147
hrIH|147
apatrApyam|147
alobhaH kuzalamUlam|147
adveSaH kuzalamUlam|147
amohaH kuzalamUlam|147
vIryam|147
prasrabdhiH|147?
apramAdaH|147
upekSA|147?
ahiMsA|147
rAgaH|147
pratighaH|147
mAnaH|147
adhimAnaH|147
mAnAtimAnaH|147
asmimAnaH|147
abhimAnaH|147
UnamAnaH|147
mithyAmAnaH|147
avidyA|147
dRSTiH|147
satkAyadRSRH|148
antagrAhadRSTiH|148
mithyAdRSTiH|148
dRSTiparAmarzaH|148
zIlavrataparamarzaH|148
vicikitsA|148
krodhaH|148
upanAhaH|148
mrakSaH|148
pradAsaH|148
IrSyA|148
mAtsaryam|148
mAyA|148
zAthyam|148
madaH|148
vihiMsA|148
AhrIkyam|148
anapatrApyam|148
Azraddhyam|148
kausIdyam|148
pramAdaH|148
muSitasmRtitA|148
vikSepaH|148
asamprajanyam|148
auddhatyam|149
kaukRtyam|149
styAnam|149
middham|149
vitarkaH|149
vicAraH|149
prAptiH|149
aprAptiH|149
asaMjJisamApattiH|149
nirodhasamApattiH|149
AsaMjJikam|149
jIvitendriyam|149
nikAyasabhAgaH|149
jAtiH|149
jarA|149
sthitiH|149
anityatA|149
nAmakAyaH|149
vyaJjanakAyaH|149
padakAyaH|149
evaMbhAgIyAH|149
pravRttiH|149
pratiniyamaH|149
yogaH|149
jAvaH|149
anukramaH|150
kAlaH|150
dezaH|150
saMkhyA|150
bhedaH|150
sAmagrI|150?
prabandhaH|150?
anyathAtvam|150
prabandhoparamaH|150?
vyaJjanam|150
akSaram|150
varNaH|150
vijJAnanamAni|150
AlayavijJAnam|150?
AdAnavijJAnam|150
kliSTamanaH|150
akliSTamanaH|150?
cakSurvijJAnam|150?
zrotravijJAnam|150
ghrANavijJAnam|150
jihvAvijJAnam|150
kAyavijJAnam|150?
manovijJAnam|150
dvAdazAyatanAni|151
cakSurAyatanam|151
rUpAyatanam|151
zrotrAyatanam|151
zabdAyatanam|151?
ghrANAyatanam|151
gandhAyatanam|151
jihvAyatanam|151
rasAyatanam|151
kAyAyatanam|151
spraSTavyAyatanam|151
manAyatanam|151
dharmAyatanam|151
aSTAdazadhAtavaH|151
cakSurdhAtuH|151
rUpadhAtuH|151
cakSurvijJAnadhAtuH|151
zrotadhAtuH|151
zabdadhAtuH|151
zrotravijJAnadhAtuH|151
ghrANadhAtuH|151
gandhadhAtuH|151
ghrANavijJAnadhAtuH|151
jihvAdhAtuH|152
rasadhAtuH|152
jihvAvijJAnadhAtuH|152
kAyadhAtuH|152
spraSTavyadhAtuH|152
kAyavijJAnadhAtuH|152
manodhAtuH|152
dharmadhAtuH|152
manovijJAnadhAtuH|152
dvAviMzatIndriyANi|152
cakSurindriyam|152
zrotrendriyam|152
ghrANendriyam|152
jihvendriyam|152
kAyendriyam|152
mana indriyam|152
puruSendriyam|152
strIndriyam|152
dukhendriyam|152
sukhendriyam|152
saumanasyendriyam|152
daurmanasyendriyam|152
upekSendriyam|152
zraddhendriyam|152
vIryendriyam|153
smRtIndriyam|153
samAdhIndriyam|153
prajJendriyam|153
anAjJAtam AjJAsyAmIndriyam|153
AjJendriyam|153
AjJAtAvIndriyam|153
jIvitendriyam|153
skandhadhAtvAyatanendriyAntargatAni pAdAntarANi|153
avadhAraNam|153
AzrayabhUtarUpaNyAt|153
suvarNaH|153
durvarNaH|153
pANDaram|153
zyAmam|153
zabalam|153
piGgalam|153
catuHpArzvam|153
AbhogaH|153
abhilASaH|154
saMstutam|154
asampramoSaH|154
vihitam|154
abhisampratyayaH|154
lajjA|154
sampratipattiH|154
utsAhaH|154
prazaThatA|154
dauSTulyam|154
karmaNyatA|154
AghAtaH|154
zreyaH|154
bahvantaraviziSTaH|154
apakAraH|154
vairAnubandhaH|154
caNDavacodAsitA|154
vyAroSaH|154
AgrahaH|154
vaJcanA|154
paryAdAnam|154
viheThanA|154
vipratisAraH|154
manojalpaH|154
mahAbhUmikaH|155
sahajaH|155
parikalpitam|155
AtmamohaH|155
AtmadRSTiH|155
AtmamAnaH|155
AtmasnehaH|155
saMtAnAnuvRttiH|155
ekajAtIyavijJAnam|155
sabhAgaH|155
tatsabhAgaH|155
nirvit|155
kAMkSA|155
vimatiH|155
anunayaH|155
kAmarAgaH|155
bhavarAgaH|155
saMyojanam|155
bandhanam|155
anuzayaH|155
paryutthAnam|155
upaklezaH|155
paryupasthAnam, paryavasthAnam|155
paryavanaddham|155
AzravaH|156
oghaH|156
yogaH|156
upAdAnam|156
granthaH|156
nivaraNam|156
kAmapratisaMyuktam|156
rUpapratisaMyuktam|156
ArUpyapratisaMyuktaH|156
darzanaprahAtavyaH|156
bhAvanAprahAtavyaH|156
kAmAptaH|156
kAmadhAtuparyApannaH|156
kAmAvacaraH|156
UrdhvabhAgIyaH|156
avarabhAgIyaH|156
aGgaNam|156
saraNam|156
ahaMkAraH|156
mamakAraH|156
dIrghAnuparivartI bhavati|156
sadAnubaddho bhavati|156
pratisaMdhiH|156
saMsAraH|156
[a]saMdhim badhnAti [b]saMdhim avApnoti|157
samanubandhaH|157
cittAnuparivartI|157
anusahitaH|157
samagrasAmagrI|157
pratisaMdadhAti|157
apratisaMdhiH|157
anuvartanam|157
[a]santAnuvartI [b]santAnavarttI|157
AnucchavikaH|157
anusaMdhiH|157
sAnucaraH|157
pravAhaH|157
anubandhaH|157
ajasram|157
anugataH|157
abhUtvA bhAvaH|157
yathAyogam|157
asaMskRtam|157
pratisaMkhyAnirodhaH|157
apratisaMkhyAnirodhaH|157
saMskRtam|158
sAzravaH|158
anAzravaH|158
rAgAH|158
raktaH|158
saktaH|158
gRddhaH|158
granthitaH|158
mUrcchitaH|158
adhyavasitaH|158
adhyavasAnam ApannaH|158
adhyavasAnam|158
vinibandhaH|158
parigredhaH|158
saMrAgaH|158
lolupaH|158
ghasmaraH|158
lampaTaH|158
lubdhaH|158
saMraktaH|158
raJjanIyaH|158
bhUyaskAmatA|158
yAdRcchikaH|159
icchantikaH|159
bhUyazchandikaH|159
bhUyorucitaH|159
bhUyo ऽbhiprAyaH|159
svAdukAmatA|159
vicitrAhAratA|159
netaretareNa saMtuSTiH|159
nandIrAgaH|159
kAmacchandaH|159
abhinivezaH|159
AsthA|159
spRhA|159
rocate|159
tIvreNa cchandaka|159
AhAre gRddhir bhavati|159
gArdhA. gArdham|159
trayaduHkhatA|159
duHkhaduHkhatA|159
saMskAraduHkhatA|159
vipariNAmaduHkhatA|159
punar aSTau duHkhatAH|160
jAtiduHkham|160
jarAduHkhaM|160
vyAdhiduHkham|160
maraNaduHkham|160
priyaviprayogaduHkham|160
apriyasaMprayogaduHkham|160
yadapIcchayA paryeSamANo na labhate tad api duHkham|160
saMkSepeNa paJcopadAnaskandhaduHkham|160
dvAdazAGga pratItyasamutpAdaH|160
avidyA|160
saMskAraH|160
vijJAnam|160
nAmarUpam|160
SadAyatanam|160
sprazaH|160
vedanA|160
tRSNA|160
upAdAnam|160
bhavaH|161
jAtiH|161
jarAmaraNam|161
zokaH|161
paridevaH|161
duHkham|161
daurmanasyam|161
upAyAsaH|161
SadhetavaH|161
kAraNahetuH|161
sahabhUhetuH|161
vipAkahetuH|161
saMprayuktahetuH|161
sarvatragahetuH|161
sabhAgahetuH|161
catvAraH pratyayAH|161
hetupratyayaH|161
samanantarapratyayaH|161
AlambanapratyayaH|161
adhipatipratyayaH|161
paJcaphalAni|161
niSyandaphalam|162
adhipatiphalam|162
puruSakAraphalam|162
vipAkaphalaM|162
visaMyogaphalam|162
catvAro yonayaH|162
jArAyujAH|162
aNDajAH|162
samsvedajAH|162
upapAdukAH|162
catvAra AhArAH|162
kavalIkArAhAraH|162
sparzAhAraH|162
manaHsaMcetanAhAraH|162
vijJAnAhAraH|162
navasattvAvAsAH|162
nAnAtvakAyA nAnAtvasaMjJinaH tadyathA manuSyA ekatyAzca devAH|162
nAnAtvakAyA ekatvasaMjJinas tadyathA devA brahmakAyikAH prathamAbhinirvRttAH|162
ekatvakAyA nAnAtvasaMjJinas tadyathA AbhAsvarAH|163
ekatvakAyA ekatvasaMjJinas tadyathA devAH zubhakRtsnAH|163
AkAzAnantyAyatanam|163
vijJAnAnantyAyatanam|163
AkiMcanyAyatanam|163
naivasaMjJAnAsaMjJAyatanam|163
asaMjJisattvAH|163
aSTAvakSaNAH|163
narakAH|163
tiryaJcaH|163
pretAH|163
dIrghAyuSo devAH|163
pratyantajanapadam|163
indriyavaikalyam|163
mithyAdarzanam|163
tathAgatAnAm anutpAdaH|163
trikarmAkArA|164
dRSTadharmavedanIyam|164
upapadya vedanIyam|164
aparaparyAyavedanIyam|164
niyatavedanIyam|164
aniyatavedanIyam|164
karmasvakaH|164
karmadAyAdaH|164
karmayoniH|164
karmapratisaraNam|164
prayogaH|164
maulam|164
pRSTham|164
Asevitam|164
bhAvitam|164
bahulIkRtam|164
paJcAnantarIyANi|164
mAtRghAtaH|164
arhadghAtaH|164
pitRghAtaH|164
saMghabhedaH|164
tathAgatasyAntike duSTacittarudhirotpAdanam|164
paJcopAnantarIyANi|165
mAtur arhatyA dUSaNam|165
niyatabhUmisthitasya bodhisattvasya mAraNam|165
zaikSasya mAraNam|165
saMghAyadvAraharaNam|165
stUpabhedanam|165
paJcakaSAyAH|165
AyuHkaSAyaH|165
dRSTikaSAyaH|165
klezakaSAyaH|165
sattvakaSAyaH|165
kalpakaSAyaH|165
aSTau lokadharmAH|165
lAbhaH|165
alAbhaH|165
yazaH|165?
ayazaH|165
nindA|165
prazaMsA. prasaMsA|166
sukham|166
duHkham|166
nAnAguNanAmAni|166
dharmArthikaH|166
bodhicittAsaMpramoSaH|166
anizritaH|166
udArAdhimuktikaH|166
AcArazIlaH|166
AcArasthaH|166
kRtavedI|166
kRtajJah|166
AjJAkaraH|166
sukhasaMvAsaH|166
sUrataH|166
pezalaH|166
RjucittaH|166
ArjavaH|166
mArdavaH|166
pradakSiNagrAhI|166
suvacAH|166
praticchannakalyANaH|166
alpakaraNIyaH|166
alpakRtyaH. alpakriyaH|167
alpecchaH|167
AryavaMzasaMtuSTah|167
dharmalAbhasaMtuSTaH|167
cIvarasaMtuStaH|167
piNDapAtasaMtuSTaH|167
zayanAsanasaMtuSTaH|167
supoSatA|167
subharatA|167
mandabhASyo bhavati|167
na ca pareSAM doSAntaraskhalitagaveSI|167
kalyANamitraparigRhItaH|167
bahuzrutaH|167
iGgitajJaH|167
suprabuddhaH|167
udghaTitajJAH|167
vipaJcitajJAH|167?
suzrutaH|167
dezajJAH|167
lokajJAH|167
AtmajJAH|167
kAlajJAH|167
velAjJAH|168
asamayajJAH|168
mAtrajJAH|168
ArAgayati|168
na virAgayati|168
aparapratyayaH|168
aparAdhInaH|168
aparapraNeyaH|168
ananyaneyaH|168
vikramI|168
vIraH|168
zUraH|168
vihAyasagAmI|168
prAsAdikaH|168
apagatabhRkuTikaH|168
acchidropacAraH|168
amAyAvI|168
yathA vAdI tathA kArI|168
dRDhasamAdAnaH|168
bhayadarzI|168
vacasA paricetA|168
paricitaH|168
susamAptaH|168
susamArabdhaH|169
manasAnvIksitA|169
dRSTyA supratividdhaH|169
vItatRSNo bhavAbhave|169
yAnIkRtaH|169
vastukRtaH|169
anuSThitaH|169
samavahanti|169
AdhunAti|169
sarvaM kaSAyaM zATayati|169
zuzrUSamANaH|169
anuvidhIyamAnaH|169
ananusUyA|169
anupAlambhaprekSiNaH|169
avahitazrotraH|169
AvarjitamAnasaH|169
dharmI dharmalabdhah|169
nikAmalAbhI|169
akRcchralAbhI|169
akisaralAbhI|169
kulajyeSthopacAyakaH|169
zAstuH zAsanakaraH|170
anirAkRto dhyAyI|170
vRMhayitA zUnyAgArANAm|170
svakArthayogam anuyuktaH|170
amogharASTrapiNDam paribhuGkte|170
uparodhazIlaH|170
viSamalobhaH|170
mithyAdharmaparItaH|170
AtmotkarSaH|170
parapaMsakaH|170
abhimAnikaH|170
kuTilacittaH|170
hInAdhimuktikaH|170
grahikaH|170
khaTuGkaH|170
uddhataH|170
unnataH|170
karkazaH|170
paruSaH|170
nIcavRttiH|171
lAbhena lAbhanizcikIrSA|171
abhAjanabhUtasattvaH|171
alpazrutaH|171
abrAhmaNyam|171
azrAmaNyam|171
adharmakAmaH|171
pApadharmaH|171
jJAnakAmaH|171
bahukRtyaH|171
bahukaraNIyaH|171
prajJAdaurbalyam|171
duHzIlaH|171
duSprajJAH|171
mandaprajJAH|171
duSpoSatA|171
durbharatA|171
saMkIrno viharati|171
AmiSakiMcitkahetoH|171
duHzrutam|171
padaparamaH|171
asaMprakhyAnam|171
abhAvitakAyaH|172
pragalbhadhArSTyam|172
mukharaH|172
akSadhUrtaH|172
ghasmaraH|172
matsaraH|172
kadaryaH|172
khalaH|172
zaThaH|172
dhUrtaH|172
viTaH|172?
mAyAvI|172
kurukuciH|172
dambhaH|172?
kuhanA|172
lapanA|172
naiSpezikatvam|172
naimittikatvam|172
lAbhena lAbhaniSpAdanA|172
sattvavikrayaH|172
zastravikrayaH|172
viSavikrayaH|172
mAMsavikrayaH|172
madyavikrayaH|172
durmaGkuH|172
SaDbhogAnAm apAyasthAnAni|173
madyapAnam|173
dyUtam|173
vikAlacaryA|173
pApamitratA|173
samAjadarzanam|173
Alasyam|173
anuttaraparyAyAH|173
anuttaraH|173
niruttaraH|173
anuttamaH|173
uttaraH|173
uttamaH|173
jyeSThaH|173
zreSThaH|173
varaH|173
pravaraH|173
agraH|173
viziSTaH|173
pradhAnam|173
paramaH|174
utkRSTaH|174
prakRSTaH|174?
praNItaH|174
asamaH|174
asamasamaH|174
apratisamaH|174
suSThuH|174
atyantam|174
sarvAkaravaropetam|174
praSThaH|174?
parizuddhaparyAyAH|174
suparizuddham|174
trimaNDalaparizuddham|174
anupAdAya Asravebhyaz cittAni vimuktAni|174
parimocayitavyam|174
vimucyate|174
zItIbhavati|174
kRtaparikarmaH|174?
niryANam|174
niryAtaH|174
niryAti|174
nisRjAparyAyAH|175
pratinisRjya|175
vAntIkRtam|175
sarvopadhipratinisargaH|175
vyantIkRtam|175
viSkambhaNam|175
riJcati|175
choritA|175
vAhitapApaH|175
vyativRttaH|175
pratinisRjati|175
prativinisRjati|175
utsRjyate|175
parityAgaH|175
jahAti|175
pratikSepaH|175
apakarSaNam|175
pratikrAntaH|175
apakarSaH|175
Unatvam|175
ayogaH|175
viyogaH|176
visaMyogaH|176
vizleSaH|176
vibhUtam|176
vigacchet|176
antardhAnam|176
apakrAntaH|176
vipariNatam|176
AzrayaparAvRttam|176
pariNatam|176
pariNAmaH|176
jIvitAd vyaparopayet|176
paryAdAnaM gacchati|176
vihInam|176
paribhuktam|176
astaMgacchati|176
vidhamati|176
apaviddham. aparividdham|176
rAganisUdanam|176
paryudastaH|176
sthiter anyathAtvam|176
nArAzIbhAvaH|176
prabhaGguraM|177
pRSthIbhavati|177
kelAyitavyam|177
ucchetsyati|177
vitimirakaraH|177
anunayAsaMdhukSaNatA|177
nirlikhitam|177
utsRSTam. samavahanti|177
suprakSAlitam|177
sudhautam|177
nirdhAntam|177
vAntIbhavaH|177
parityaktam|177
utsRSTam|177
pratyAkhyAtam|177
utsarjanam|177
zokavinodanam|177
pravijahya|177
anaGgaNam|177
nihatam|177
kIrttiprazaMsAparyAyAH|177
kIrttiH|178
prazaMsA|178
yazaH|178
stutiH|178
stomitaH|178
prazaMsitaH|178
varNitaH|178
zabdaH|178
zlokaH|178
varNaH|178
abhinanditayazAH|178
bhUtavarNaM nizcArayati|178
prasiddhaH|178
prathitaH|178
pratItaH|178
prasiddhiH|178?
anuzamsA|178
nindanAparyAyAH|178?
avarNaH|178
doSaH|178
bhaNDanam|178
paMsanaM|178
nindA|178
jugupsA|179
vigarhaH|179
kutsanam|179
avasAdaH|179
avazaMsyati|179
vimAnayati|179
parAbhavaH|179
kutsanIyam|179
avadhyAyanti|179
kSipanti|179
vivAcayanti|179
paribhASA|179
anukUlapratikUlAdayaH|179
anukUlaH|179
pratikUlaH|179
pratilomaH|179
anulomaH|179
anusrotogAmI|179
pratisrotogAmI|179
vyastam|179
samastam|179
AyaH|179
durlabhaH|180
sulabhaH|180
adhimAtram|180
madhyam|180
mRduH|180
susAdhyam|180
duHsAdhyam|180
Aram|180
pAram|180
pravartanam|180
vivartanam|180
abaddham|180
amuktam|180?
nimiJjitam|180
unmiJjitam|180
saMprakhyAnam|180
asaMprakhyAnam|180
anuguNyam|180
anuvAtaH|180
prativAtaH|180
samanupazyati|180
na samanupazyati|180
AnulomikI|180
bRhatparIttAdayaH|180
AyAmaH|181
viSkambheNa|181
vistAraH|181
dairghyam|181
ArohapariNAhasaMpannaH|181
ArohaH|181
pariNAhaH|181
vistIrNam|181
udAraH|181
vizAlam|181
vipulam|181
audArikam|181
pRthuH|181
alpaH|181
alpataram|181
alpatamam|181
bahutaram|181
bhUyiSTham|181
mahattamam|182
itvaram|182
lUhaH|182
avarakam|182
paurvAparyam|182
apUrvam acaramam|182
sUkSmam|182
sthUlam|182
dabhraH|182
adabhraH|182
utkUlam|182
nikUlam|182?
mitrakAryam|182
AlaptakaH|182
saMlaptakaH|182
samstutakaH|182
sapremakaH|182
prema|182
AptaH|182
vizvastamAnasaH|182
sahAyIbhavaM gacchati|182
kAntaH|182
priyaH|183
praNayaH|183
pramamanojJaH|183
mitram|183
suhRt|183
hRdyam|183
amitrakarma|183?
amitram|183
pratyamitraH|183
kumitraH|183
parapravAdI|183
pratyarthikaH|183
pratyanIkaH|183
paracakram|183
vairI|183
zatruH|183
kusahAyaH|183
kuzalAdayaH|183
AzIrvAdaH|183
AziSaH|183
varNavAdI|183
zrIH|183
lakSmIH|183
maGgalam|183
kutUhalam|184
prazastaH|184
svasti|184
svastyayanam|184
sauvastikam|184
kalyANam|184
zlAghyam|184
kuzalam|184
zreyAn|184
jyAyAn|184
svadhA|184
vaSaT|184
oM|184
svAhA|184
dharmadezanAzravaNAdinAmAni|184
praNetA|184
aviparItamArgadezikaH|184
saMgItikAraH|184
dharmakathikaH|184
dharmabhANakaH|184?
darzayitA|184
zrotA|184
bhASate|185
jalpate|185
lapati|185?
dezayati|185
uttAnIkariSyati|185
sUktam|185
subhASitam|185
suvyAkhyAtam|185
vyavahAraH|185
saMketaH|185
uddizati|185
upadezati|185
udIrayati|185
samprakAzayati|185
pratimantrayitavyam|185
uddiSTam|185
AcaSTe|185
prakSveDanam|185
svareNa abhiviJApayati|185
kalakalaH|185
kilikilAyitam|185
azlIlam|185
sphoTam|185
kolAhalaH|185
kalasvaraH|185
ekavacanodAhAreNa|186
alam anena vivAdena|186
viSamo ऽyam upanyAsaH|186
abhilapanatA|186
pratyudIrayati|186
pratyuccAraNam|186
pratyuccAraH|186?
utkAzanazabdaH|186
hAhAkArakilikilAprakSveDitazabdaH|186
prakSveDitazabdaH|186?
acchaTAzabdaH|186
AviSkaraNam|186
pratyAkhyAnam|186
vyapadezaH|186
vAcoyuktiH|186
codayati|186
paurIsAtkathyam|186
AdeyavAkyam|186
madhurasvaraH|186
mAyAdayaH|186?
mAyA|187
nirmitaH|187
udakacandraH|187
akSipuruSaH|187
marIciH|187
mRgatRSNikA|187
marumarIcikA|187
gandharvanagaram|187
pratibiMbam|187
praribhAsaH|187
svapnaH|187
pratizrutkA|187
pratizabdaH|187
budbudaH|187
kadalIskandhaH|187
avazyAyabinduH|187
indrajAlam|187
bandhyAputraH|187?
khapuSpam|187
riktamuSTiH|187
alAtacakram|187
arhaTaghaTIcakram|188
kheTapiNDaH|188
phenapiNDaH|188
kezoNDukaH kezoNDakam|188
naTaraGgaH|188
tUlapicuH|188
udAharaNam|188
dRSTAntaH|188
pratyudAharaNam|188
upamA|188
tyAgAdayaH|188
muktatyAgaH|188
pratatapANiH|188
vyavasargarataH|188
yAyajUkaH|188
dAnasaMvibhAgarataH|188
vibhajate|188
saMvibhajate|188
yaSTA|188
suyaSTA|188
hutam|188
suhutam|189
yAgamayam|189
yAvad anyatarAnyataraM pariSkAram dadAti|189
pAnaM pAnArthibhyaH|189
annam annArthibhyaH|189
pratisaMstaram|189
deyam|189
dAyakaH|189
dAnapatiH|189
dAtA|189
pratigrAhakaH|189
prAdAt|189?
kratuH|189
nirargaDayajJAH|189
zrAddham anupradAsyanti|189
prayacchati|189
hitopakAraparyAyanAmAni|189
hitam|189
Atmahitam|189
parahitam|189
upakAraH|189
upayujyate|189
pratyupakArAkAMkSAH|190
apratyupakArAkAMkSAH|190
buddhiH|190
matiH|190
gatiH|190
matam|190
dRSTam|190
abhisamitAvI|190
samyagavabodhiH|190
supratividdhaH|190
gatiM gataH|190
avabodhaH|190
pratyabhijJA|190
menire|190
